run_id,source,logical_name,path,url,status_code,content_type,collected_at,sha256,from_cache,error
20260704T010732Z,fifa_scores_fixtures,fifa_scores_fixtures_page,data/raw/20260704T010732Z/fifa_scores_fixtures/fifa_scores_fixtures_page__8892f405-bd86-44d1-b853-bfca28fb066f.json,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,200,text/html; charset=utf-8,2026-07-04T01:07:33.503398+00:00,0f87bd5c604357a00f76c0983bf0c3a5e606e74904894f91c82831c441ed67e7,False,
20260704T010732Z,fifa_scores_fixtures,fifa_scores_fixtures_page_links,data/raw/20260704T010732Z/fifa_scores_fixtures/fifa_scores_fixtures_page_links__34485896-bd69-49f3-a2ff-45643c2000cc.json,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,200,application/json; derived=links_from_html,2026-07-04T01:07:33.503398+00:00,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,
20260704T010732Z,fifa_scores_fixtures,fifa_scores_fixtures_page_candidate_match_report_links,data/raw/20260704T010732Z/fifa_scores_fixtures/fifa_scores_fixtures_page_candidate_match_report_links__c8caf71c-e905-4582-ad8a-88e5da2ff418.json,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,200,application/json; derived=candidate_match_report_links,2026-07-04T01:07:33.503398+00:00,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,
20260704T010732Z,fifa_data_centre,fifa_data_centre_matches_page,data/raw/20260704T010732Z/fifa_data_centre/fifa_data_centre_matches_page__6b67d3f2-0906-4bfb-8c37-e94b5fac3fba.json,https://inside.fifa.com/data-centre/matches,200,text/html; charset=utf-8,2026-07-04T01:07:34.664867+00:00,4b8634662c076f70ce6702829e82f8727c7d7d72dfbdd6910ad074455c5fc758,False,
20260704T010732Z,fifa_data_centre,fifa_data_centre_matches_page_links,data/raw/20260704T010732Z/fifa_data_centre/fifa_data_centre_matches_page_links__402b48bb-6671-4a36-a4ee-10c66de2b329.json,https://inside.fifa.com/data-centre/matches,200,application/json; derived=links_from_html,2026-07-04T01:07:34.664867+00:00,af8608e5695043352e4b8975e75e98d45a635edc182e6b78499504788d13c749,False,
20260704T010732Z,fifa_data_centre,fifa_data_centre_matches_page_candidate_match_report_links,data/raw/20260704T010732Z/fifa_data_centre/fifa_data_centre_matches_page_candidate_match_report_links__e139ba8c-9a59-4e5f-ab4d-b7efbbe42e66.json,https://inside.fifa.com/data-centre/matches,200,application/json; derived=candidate_match_report_links,2026-07-04T01:07:34.664867+00:00,cbde10ed724f39c2b1b079031d93fa98f7a5f562acbff4953696bbb26448f137,False,
20260704T010732Z,fifa_data_centre,fifa_data_centre_matches_page_candidate_detail_1,data/raw/20260704T010732Z/fifa_data_centre/fifa_data_centre_matches_page_candidate_detail_1__2af10b57-806c-4c68-a568-4cd682c08afb.json,https://inside.fifa.com/data-centre/matches#optanon-show-settings-link,200,text/html; charset=utf-8,2026-07-04T01:07:43.517227+00:00,4b8634662c076f70ce6702829e82f8727c7d7d72dfbdd6910ad074455c5fc758,False,
20260704T010732Z,fifa_training_reports,fifa_training_reports_hub_page,data/raw/20260704T010732Z/fifa_training_reports/fifa_training_reports_hub_page__65151557-aebc-4a03-8f2d-bc0c0ba11c93.json,https://www.fifatrainingcentre.com/en/fifa-world-cup-2026/match-report-hub.php,200,text/html; charset=UTF-8,2026-07-04T01:07:44.701116+00:00,3895143becc04d4f05e2d22d92888d5011445ccced8bca867a9b46bb37f2ee8d,False,
20260704T010732Z,fifa_training_reports,fifa_training_reports_hub_page_links,data/raw/20260704T010732Z/fifa_training_reports/fifa_training_reports_hub_page_links__15c1c0a7-d5b3-47a4-8ab1-6a98255565fb.json,https://www.fifatrainingcentre.com/en/fifa-world-cup-2026/match-report-hub.php,200,application/json; derived=links_from_html,2026-07-04T01:07:44.701116+00:00,485c88cf28536c1d28bc58bc3308be71d758e7759fe394101b1e59c9e6d8d69d,False,
20260704T010732Z,fifa_training_reports,fifa_training_reports_hub_page_candidate_match_report_links,data/raw/20260704T010732Z/fifa_training_reports/fifa_training_reports_hub_page_candidate_match_report_links__9665b4c6-0d60-44e6-b908-8e8ecc2f1c8f.json,https://www.fifatrainingcentre.com/en/fifa-world-cup-2026/match-report-hub.php,200,application/json; derived=candidate_match_report_links,2026-07-04T01:07:44.701116+00:00,51e021ba0e725a06b94b1d928b234ac3bae966c534c21a3c8a6644e31a0d5881,False,
