espn_event_id,date,team,stat_name,stat_display_name,stat_value,source_url,source_publisher,date_accessed,data_leakage_risk,notes
760461,2026-06-23,Portugal,foulsCommitted,NA,14,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,yellowCards,NA,1,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,redCards,NA,0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,offsides,NA,2,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,wonCorners,NA,3,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,saves,NA,2,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,possessionPct,NA,65.9,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,totalShots,NA,17,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,shotsOnTarget,NA,9,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,shotPct,NA,0.5,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,penaltyKickGoals,NA,0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,penaltyKickShots,NA,0,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,accuratePasses,NA,561,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,totalPasses,NA,624,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,passPct,NA,0.9,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,accurateCrosses,NA,5,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,totalCrosses,NA,22,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,crossPct,NA,0.2,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,totalLongBalls,NA,40,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,accurateLongBalls,NA,22,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,longballPct,NA,0.6,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,blockedShots,NA,3,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,effectiveTackles,NA,10,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,totalTackles,NA,14,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,tacklePct,NA,0.7,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,interceptions,NA,6,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,effectiveClearance,NA,16,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
760461,2026-06-23,Portugal,totalClearance,NA,16,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760461,ESPN public site API,2026-06-28T11:18:02+00:00,post_match_only,Direct ESPN post-match statistic. No proxy.
