jogo,espn_event_id,team_espn,team_norm,stat_foulsCommitted,stat_yellowCards,stat_redCards,stat_offsides,stat_wonCorners,stat_saves,stat_possessionPct,stat_totalShots,stat_shotsOnTarget,stat_shotPct,stat_penaltyKickGoals,stat_penaltyKickShots,stat_accuratePasses,stat_totalPasses,stat_passPct,stat_accurateCrosses,stat_totalCrosses,stat_crossPct,stat_totalLongBalls,stat_accurateLongBalls,stat_longballPct,stat_blockedShots,stat_effectiveTackles,stat_totalTackles,stat_tacklePct,stat_interceptions,stat_effectiveClearance,stat_totalClearance,source_file,source_url,collected_at,stat_goalDifference,stat_totalGoals,stat_goalAssists,stat_goalsConceded,validation_status,conflict_reason,quarantined_at
NA,760514,Quarterfinal 1 Winner,quarterfinal 1 winner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,espn_summary_event_760514__d3d68f68-b1d1-4857-a5fa-45357db115f5.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760514,2026-07-04T01:40:13.606536+00:00,NA,NA,NA,NA,CONFLICTING_DATA,External record cannot be tied to a repository match without a validated team/date mapping,2026-07-20T14:44:34.454460+00:00
NA,760514,Quarterfinal 2 Winner,quarterfinal 2 winner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,espn_summary_event_760514__d3d68f68-b1d1-4857-a5fa-45357db115f5.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760514,2026-07-04T01:40:13.606536+00:00,NA,NA,NA,NA,CONFLICTING_DATA,External record cannot be tied to a repository match without a validated team/date mapping,2026-07-20T14:44:34.454460+00:00
NA,760512,Round of 16 3 Winner,round of 16 3 winner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,espn_summary_event_760512__b7349807-e13f-4633-ace3-78abb75f64aa.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760512,2026-07-04T01:39:40.691806+00:00,NA,NA,NA,NA,CONFLICTING_DATA,External record cannot be tied to a repository match without a validated team/date mapping,2026-07-20T14:44:34.454460+00:00
NA,760512,Round of 16 4 Winner,round of 16 4 winner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,espn_summary_event_760512__b7349807-e13f-4633-ace3-78abb75f64aa.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760512,2026-07-04T01:39:40.691806+00:00,NA,NA,NA,NA,CONFLICTING_DATA,External record cannot be tied to a repository match without a validated team/date mapping,2026-07-20T14:44:34.454460+00:00
NA,760511,Round of 16 5 Winner,round of 16 5 winner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,espn_summary_event_760511__5e74cd9f-49f3-4ed6-b1b1-be0f2e5d6147.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760511,2026-07-04T01:39:32.113943+00:00,NA,NA,NA,NA,CONFLICTING_DATA,External record cannot be tied to a repository match without a validated team/date mapping,2026-07-20T14:44:34.454460+00:00
NA,760511,Round of 16 6 Winner,round of 16 6 winner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,espn_summary_event_760511__5e74cd9f-49f3-4ed6-b1b1-be0f2e5d6147.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760511,2026-07-04T01:39:32.113943+00:00,NA,NA,NA,NA,CONFLICTING_DATA,External record cannot be tied to a repository match without a validated team/date mapping,2026-07-20T14:44:34.454460+00:00
NA,760513,Round of 16 7 Winner,round of 16 7 winner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,espn_summary_event_760513__63015144-fa6f-42f2-997c-dd3ffe3889a7.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760513,2026-07-04T01:39:49.925376+00:00,NA,NA,NA,NA,CONFLICTING_DATA,External record cannot be tied to a repository match without a validated team/date mapping,2026-07-20T14:44:34.454460+00:00
NA,760513,Round of 16 8 Winner,round of 16 8 winner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,espn_summary_event_760513__63015144-fa6f-42f2-997c-dd3ffe3889a7.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760513,2026-07-04T01:39:49.925376+00:00,NA,NA,NA,NA,CONFLICTING_DATA,External record cannot be tied to a repository match without a validated team/date mapping,2026-07-20T14:44:34.454460+00:00
NA,760516,Semifinal 1 Loser,semifinal 1 loser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,espn_summary_event_760516__ae82d336-b0ad-480d-bf8d-3857eb15b185.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760516,2026-07-04T01:40:30.616543+00:00,NA,NA,NA,NA,CONFLICTING_DATA,External record cannot be tied to a repository match without a validated team/date mapping,2026-07-20T14:44:34.454460+00:00
NA,760516,Semifinal 2 Loser,semifinal 2 loser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,espn_summary_event_760516__ae82d336-b0ad-480d-bf8d-3857eb15b185.json,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760516,2026-07-04T01:40:30.616543+00:00,NA,NA,NA,NA,CONFLICTING_DATA,External record cannot be tied to a repository match without a validated team/date mapping,2026-07-20T14:44:34.454460+00:00
