competition_id,season,match_id,jogo_original_fonte,espn_event_id,team,team_espn,player_id,player_name,starter,position,jersey,active,subbed_in,subbed_out,source,source_collected_at,temporal_status,available_at
world_cup_2026,2026,1,1,760415,México,Mexico,espn:290899,Raúl Rangel,True,G,1,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.199718+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.199718+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:224323,César Montes,True,CD-R,3,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.200087+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.200087+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:259975,Johan Vásquez,True,CD-L,5,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.199925+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.199925+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:276942,Érik Lira,True,DM,6,True,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.200246+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.200246+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:283827,Álvaro Fidalgo,True,CM-L,8,True,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.202889+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.202889+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:167060,Raúl Jiménez,True,F,9,True,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.203671+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.203671+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:290414,Israel Reyes,True,RB,15,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.202686+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.202686+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:233075,Julián Quiñones,True,LM,16,True,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.203217+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.203217+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:132098,Jesús Gallardo,True,LB,23,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.200405+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.200405+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:194308,Roberto Alvarado,True,RM,25,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.203385+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.203385+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:303577,Brian Gutiérrez,True,CM-R,26,True,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.203048+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.203048+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:178746,Jorge Sánchez,False,SUB,2,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.208083+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.208083+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:241627,Edson Álvarez,False,SUB,4,True,True,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207923+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.207923+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:242614,Luis Romo,False,SUB,7,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.203835+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.203835+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:229487,Alexis Vega,False,SUB,10,True,True,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207253+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.207253+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:260775,Santiago Gimenez,False,SUB,11,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.206933+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.206933+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:236368,Carlos Acevedo,False,SUB,12,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.204319+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.204319+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:137038,Guillermo Ochoa,False,SUB,13,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.204172+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.204172+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:376110,Armando González,False,SUB,14,True,True,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207594+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.207594+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:207011,Orbelín Pineda,False,SUB,17,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.208244+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.208244+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:318554,Obed Vargas,False,SUB,18,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207096+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.207096+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:389575,Gilberto Mora,False,SUB,19,True,True,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207762+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.207762+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:379193,Mateo Chávez,False,SUB,20,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.206757+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.206757+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:265969,César Huerta,False,SUB,21,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.204009+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.204009+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:193566,Guillermo Martínez,False,SUB,22,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.207409+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.207409+00:00
world_cup_2026,2026,1,1,760415,México,Mexico,espn:104497,Luis Chávez,False,SUB,24,True,True,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.206572+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.206572+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:196230,Ronwen Williams,True,G,1,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.208416+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.208416+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:256691,Teboho Mokoena,True,CM-R,4,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211930+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.211930+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:223818,Aubrey Modiba,True,LB,6,True,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211238+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.211238+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:264751,Lyle Foster,True,CF-L,9,True,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.212097+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.212097+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:228595,Sphephelo Sithole,True,CM,13,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211599+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.211599+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:400594,Mbekezeli Mbokazi,True,CD-L,14,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.210893+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.210893+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:291141,Iqraam Rayners,True,CF-R,15,True,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.212258+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.212258+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:266125,Nkosinathi Sibisi,True,CD-R,19,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211066+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.211066+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:276767,Khuliso Mudau,True,RB,20,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211415+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.211415+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:358744,Ime Okon,True,CD,21,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.210721+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.210721+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:304736,Jayden Adams,True,CM-L,23,True,False,True,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.211760+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.211760+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:365623,Thabang Matuludi,False,SUB,2,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215462+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.215462+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:390448,Khulumani Ndamane,False,SUB,3,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215271+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.215271+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:301321,Thalente Mbatha,False,SUB,5,True,True,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215958+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.215958+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:288771,Oswin Appollis,False,SUB,7,True,True,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.214546+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.214546+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:313399,Tshepang Moremi,False,SUB,8,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.218787+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.218787+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:361211,Relebohile Mofokeng,False,SUB,10,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215799+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.215799+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:157046,Themba Zwane,False,SUB,11,True,True,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.214928+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.214928+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:335450,Thapelo Maseko,False,SUB,12,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.218587+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.218587+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:265713,Sipho Chaine,False,SUB,16,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.214761+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.214761+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:303312,Evidence Makgopa,False,SUB,17,True,True,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.218952+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.218952+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:366883,Samukele Kabini,False,SUB,18,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215634+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.215634+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:186121,Ricardo Goss,False,SUB,22,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.216124+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.216124+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:351372,Olwethu Makhanya,False,SUB,24,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.219131+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.219131+00:00
world_cup_2026,2026,1,1,760415,África do Sul,South Africa,espn:337134,Kamogelo Sebelebele,False,SUB,25,True,False,False,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760415,2026-07-20T17:23:31.215102+00:00,POST_MATCH_BACKFILLED_FACT,2026-07-20T17:23:31.215102+00:00
